% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1712 +7.724139550e-09 +7.724139550e-09 -6.223999999e+01 -6.223999999e+01 +1.1768e+00 +1.5464e+00
% function evaluation | noise-free fitness - Fopt (3.960000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.337145329e+06 +1.337145329e+06 +1.337184929e+06 +1.337184929e+06 -2.9025e+00 -2.0416e+00
4 +5.485819808e+05 +5.485819808e+05 +5.486215808e+05 +5.486215808e+05 +2.2045e+00 -4.2655e+00
5 +2.910377989e+05 +2.910377989e+05 +2.910773989e+05 +2.910773989e+05 +6.9698e-01 +1.9519e+00
13 +1.977143009e+05 +1.977143009e+05 +1.977539009e+05 +1.977539009e+05 +1.1936e+00 +2.3026e+00
17 +6.187907577e+04 +6.187907577e+04 +6.191867577e+04 +6.191867577e+04 +2.0661e+00 +3.9355e+00
30 +3.844449093e+03 +3.844449093e+03 +3.884049093e+03 +3.884049093e+03 +3.9741e+00 +2.8366e+00
117 +7.568499066e-01 +7.568499066e-01 +4.035684991e+01 +4.035684991e+01 +3.7848e+00 +4.0905e+00
217 +2.297478149e-01 +2.297478149e-01 +3.982974781e+01 +3.982974781e+01 +3.6214e+00 +4.0688e+00
270 +1.533222453e-01 +1.533222453e-01 +3.975332225e+01 +3.975332225e+01 +3.6878e+00 +3.8820e+00
